ID,Plaintext Name,Horizons Name,Simbad Name,Solar System Flag,RA (hours),DEC,RA (deg),RA (solsys),DEC (solsys)
751,VVV-WIT-02,,VVV-WIT-02,0,17.88391667,-24.866389,268.25875,,
752,OTS 1809+31,,OTS 1809+31,0,18.18333333,31.4,272.75,,
753,MASTER OT J051515.25+223945.7,,MASTER OT J051515.25+223945.7,0,5.2542222,22.662778,78.813333,,
754,USNO-B1.0 1084-0241525,,USNO-B1.0 1084-0241525,0,14.96016667,18.417222,224.4025,,
755,PTF 11agg,,PTF 11agg,0,8.371444467,21.627222,125.571667,,
756,SN 2008S,,SN 2008S,0,20.57925,60.099444,308.68875,,
757,PTF 09dav,,PTF 09dav,0,22.7819722,21.626111,341.729583,,
758,AT 2018cow,,AT 2018cow,0,16.26675,22.268056,244.00125,,
759,Dougie,,Dougie,0,12.14663887,43.0225,182.199583,,
760,XRT 000519,,XRT 000519,0,12.42544447,13.066389,186.381667,,
761,CDF-S XT1,,[BTS2017] CDF-S XT1,0,3.544111133,-27.859444,53.161667,,
762,CXOU J124839.0-054750,,CXOU J124839.0-054750,0,12.81083333,-5.797222,192.1625,,
763,M86 tULX-1,,CXOU J122602.3+125951,0,12.4339722,12.9975,186.509583,,
764,Swift J195509.6+261406,,GRB 070610,0,19.91933333,26.235278,298.79,,
765,IceCube neutrino multiplet,,,0,1.713333333,39.6,25.7,,
766,KIC 2856960,,KIC 2856960,0,19.49208333,38.076667,292.38125,,
767,AAE-061228,,,0,18.80944447,20.330556,282.141667,,
768,AAE-141220,,,0,3.385555533,38.655,50.783333,,
769,AAC-150108,,,0,11.43,16.3,171.45,,
770,IRAS 16406-1406,,IRAS 16406-1406,0,16.72425,-14.2,250.86375,,
771,IRAS 20331+4024,,IRAS 20331+4024,0,20.58213887,40.585,308.732083,,
772,IRAS 20369+5131,,IRAS 20369+5131,0,20.64055553,51.694722,309.608333,,
773,IRAS 04287+6444,,IRAS 04287+6444,0,4.5577778,64.848056,68.366667,,
774,UW CMi,,UW CMi,0,7.7544722,1.182222,116.317083,,
775,WISE J224436.12+372533.6,,WISE J224436.12+372533.6,0,22.74336113,37.426111,341.150417,,
776,UGC 3097,,UGC 3097,0,4.596805533,2.258333,68.952083,,
777,NGC 814,,NGC 814,0,2.177111133,-15.773611,32.656667,,
778,ESO 400-28,,ESO 400-28,0,20.47369447,-33.074722,307.105417,,
779,MCG+02-60-017,,MCG+02-60-017,0,23.78588887,15.596667,356.788333,,
780,TYC 6111-1162-1,,TYC 6111-1162-1,0,12.84844447,-16.868056,192.726667,,
781,UGC 5394,,UGC 5394,0,10.0299722,36.498611,150.449583,,
782,NGC 4502,,NGC 4502,0,12.5342778,16.687778,188.014167,,
783,NGC 4698,,NGC 4698,0,12.80636113,8.4875,192.095417,,
784,IC 3877,,IC 3877,0,12.9135278,19.178333,193.702917,,
785,AGC 470027,,AGC 470027,0,7.057444467,-48.995278,105.861667,,
786,HR 6171,,HR 6171,0,16.60594447,-2.324722,249.089167,,
787,GJ 1019,,GJ 1019,0,0.726555533,28.444722,10.898333,,
788,GJ 299,,GJ 299,0,8.199333333,8.773056,122.99,,
789,HD 220077,,HD 220077,0,23.3480278,16.710833,350.220417,,
790,HIP 107359,,HIP 107359,0,21.7449722,-16.526944,326.174583,,
791,TYC 3010-1024-1,,TYC 3010-1024-1,0,11.07216667,40.178333,166.0825,,
792,Wow!_a,,,0,19.42444447,-26.947222,291.366667,,
793,Wow!_b,,,0,19.47138887,-26.947222,292.070833,,
794,5.13 +2.1,,,0,5.13,2.1,76.95,,
795,08.00-08.50,,,0,8.016666667,-8.533333,120.25,,
796,03.10+58.0,,,0,3.116666667,58.033333,46.75,,
797,11.03.91,,,0,16.65444447,30.517778,249.816667,,
798,WISE 0735-5946,,WISE J073504.83-594612.4,0,7.584666667,-59.77,113.77,,
799,IRAS 16329+8252,,IRAS 16329+8252,0,16.45625,82.762778,246.84375,,
800,CSL-1,,CSL 1A,0,12.39180553,-12.649167,185.877083,,
801,GRB 090709A,,GRB 090709A,0,19.32963887,60.728056,289.944583,,
802,GW100916_a,,,0,7.398611133,-27.53,110.979167,,
803,GW100916_b,,,0,7.323888867,-27.57,109.858333,,
804,HD 117043,,HD 117043,0,13.43330553,63.261389,201.499583,,
805,Hertzsprung's object,,,0,4.1952778,59.899167,62.929167,,
806,HIP 114176,,HIP 114176,0,4.1952778,59.899167,62.929167,,
807,KIC 5520878,,KIC 5520878,0,19.1732222,40.768056,287.598333,,
808,KIC 9832227,,KIC 9832227,0,19.4877778,46.622222,292.316667,,
809,KOI 6705.01,,KOI-6705.01,0,18.94933333,41.819167,284.24,,
810,Perseus flasher,,Aries-Perseus Flasher,0,3.2275,32.243611,48.4125,,
811,PSR B1829-10,,PSR B1829-10,0,18.54469447,-10.359167,278.170417,,
812,OT 060420,,OT 20060420,0,13.66666667,-11.666667,205,,
813,SSSPM J1549-3544,,SSSPM J1549-3544,0,15.81116667,-35.740556,237.1675,,
814,Swift trigger 954840,,,0,10.90833333,-49.581111,163.625,,
815,TU Leo,,TU Leo,0,9.497388867,21.381111,142.460833,,
816,VLA J172059.9+385226.6,,FIRST J172059.9+385226,0,17.3499722,38.873889,260.249583,,
