ID,Plaintext Name,Horizons Name,RA (deg),DEC,RA (hours),RA (solsys),DEC (solsys),Solar System Flag
767,AAE-061228,,282.141667,20.330556,18.809444466666665,,,0.0
332,KIC 8145411,,282.533333,44.073611,18.835555533333334,,,0.0
250,D6-3,,283.007917,62.035278,18.867194466666668,,,0.0
374,W44,,284.044583,1.2225,18.936305533333332,,,0.0
552,Kepler 37,,284.059583,44.518056,18.937305533333333,,,0.0
532,Tesla roadster,SpaceX Roadster (-143205),284.06318,-23.47766,18.937545333333333,,,1.0
271,RX J1856.5-3754,,284.14625,-37.908333,18.943083333333334,,,0.0
809,KOI 6705.01,,284.24,41.819167,18.949333333333335,,,0.0
555,KOI 1843.03,,285.012917,40.220833,19.000861133333334,,,0.0
261,Grw +70 8247,,285.042917,70.664167,19.002861133333333,,,0.0
157,lambda Aql,,286.562083,-4.8825,19.104138866666666,,,0.0
591,SGR 1900+14,,286.804167,9.326111,19.1202778,,,0.0
559,TrES-2,,286.808333,49.316389,19.120555533333334,,,0.0
704,ASASSN-V J190917.06+182837.36,,287.32125,18.476944,19.15475,,,0.0
620,W49N,,287.555,9.103333,19.170333333333335,,,0.0
807,KIC 5520878,,287.598333,40.768056,19.1732222,,,0.0
589,AX J1910.7+0917,,287.681667,9.275,19.1787778,,,0.0
340,NGC 6752,,287.717083,-59.984444,19.181138866666668,,,0.0
665,PSR J1911-5958A,,287.928333,-59.974167,19.1952222,,,0.0
309,SS433,,287.956667,4.982778,19.197111133333333,,,0.0
386,W50,,288.083333,4.916667,19.20555553333333,,,0.0
308,GRS 1915+105,,288.797917,10.945833,19.253194466666667,,,0.0
326,PSR B1913+16,,288.866667,16.1075,19.2577778,,,0.0
125,Kepler 16,,289.075833,51.7575,19.2717222,,,0.0
109,Kepler 22,,289.2175,47.884444,19.281166666666664,,,0.0
143,VB 10,,289.24,5.150556,19.282666666666668,,,0.0
725,Spikey,,289.69,49.632222,19.312666666666665,,,0.0
83,Kepler 444,,289.752083,41.634722,19.316805533333333,,,0.0
801,GRB 090709A,,289.944583,60.728056,19.329638866666667,,,0.0
608,NGC 6791,,290.220833,37.771667,19.348055533333333,,,0.0
551,Kepler 138,,290.381667,43.293056,19.3587778,,,0.0
93,KIC 12557548,,290.96625,51.504722,19.39775,,,0.0
280,CH Cyg,,291.137917,50.241389,19.40919446666667,,,0.0
172,RR Lyr,,291.36625,42.784444,19.424416666666666,,,0.0
792,Wow!_a,,291.366667,-26.947222,19.424444466666667,,,0.0
368,IRC +10420,,291.700417,11.354722,19.446694466666667,,,0.0
527,LCS-1,LCS-1 (-101361),291.77142,-60.28381,19.451428,,,1.0
793,Wow!_b,,292.070833,-26.947222,19.471388866666665,,,0.0
808,KIC 9832227,,292.316667,46.622222,19.4877778,,,0.0
766,KIC 2856960,,292.38125,38.076667,19.492083333333333,,,0.0
269,SGR 1935+2154,,293.732083,21.896667,19.582138866666664,,,0.0
86,Kepler 78,,293.741667,44.448333,19.5827778,,,0.0
706,ASASSN V J193622.23+115244.1,,294.0925,11.878889,19.606166666666663,,,0.0
651,CLASH B1938+666,,294.605417,66.814722,19.640361133333332,,,0.0
484,PKS 1934-638,,294.854167,-63.712778,19.65694446666667,,,0.0
9,349 Dembowska,349 Dembowska (A892 XB),294.9582,-27.6342,19.66388,,,1.0
645,HS 1946+7658,,296.22875,77.098056,19.748583333333332,,,0.0
421,NGC 6822,,296.234167,-14.7975,19.748944466666668,,,0.0
557,Kepler 51,,296.479583,49.937778,19.765305533333333,,,0.0
328,KOI 54,,296.564583,43.9475,19.770972200000003,,,0.0
553,Kepler 107,,297.028333,48.208611,19.801888866666665,,,0.0
279,OO Aql,,297.052917,9.308889,19.803527799999998,,,0.0
74,Altair,,297.695833,8.868333,19.846388866666665,,,0.0
482,3C 403,,298.065833,2.506667,19.871055533333333,,,0.0
118,Kepler 18,,298.079583,44.746389,19.871972200000002,,,0.0
127,Kepler 223,,298.318333,47.279444,19.887888866666668,,,0.0
764,Swift J195509.6+261406,,298.79,26.235278,19.919333333333334,,,0.0
305,4U 1954+31,,298.92625,32.096944,19.928416666666667,,,0.0
273,Cyg X-1,,299.590417,35.201667,19.972694466666667,,,0.0
384,Cyg X-1 shell,,299.590417,35.201667,19.972694466666667,,,0.0
540,2019 LF6,(2019 LF6),299.6851,-6.94316,19.979006666666667,,,1.0
480,Cyg A,,299.868333,40.733889,19.9912222,,,0.0
378,PSR B1957+20 bow shock,,299.902917,20.804167,19.9935278,,,0.0
319,PSR B1957+20,,299.902917,20.804167,19.9935278,,,0.0
116,HD 189733,,300.182083,22.710833,20.012138866666664,,,0.0
469,KK 246,,300.989167,-31.681389,20.065944466666668,,,0.0
282,RR Tel,,301.077083,-55.725833,20.071805533333336,,,0.0
696,KIC 8462852,,301.564583,44.456944,20.104305533333335,,,0.0
511,Abell 3667,,303.140417,-56.840556,20.209361133333335,,,0.0
130,IRAS 20126+4104,,303.607917,41.226944,20.2405278,,,0.0
17,(322756) 2001 CK32,322756 (2001 CK32),305.00977,-18.12647,20.333984666666666,,,1.0
316,WR 140,,305.116667,43.854444,20.341111133333335,,,0.0
306,V404 Cyg,,306.015833,33.867222,20.40105553333333,,,0.0
251,QU Vul,,306.69125,27.845,20.446083333333334,,,0.0
97,134340 Pluto,134340 Pluto (1930 BM),306.99238,-23.03873,20.46615866666667,,,1.0
549,Charon,Charon (901),306.99251,-23.03857,20.46616733333333,,,1.0
778,ESO 400-28,,307.105417,-33.074722,20.473694466666664,,,0.0
387,Cyg cocoon,,307.165417,41.171528,20.477694466666666,,,0.0
558,KELT 9,,307.86,39.938889,20.524,,,0.0
738,TeV J2032+4130,,308.025,41.566667,20.535,,,0.0
346,Cyg OB2,,308.3,41.316667,20.553333333333335,,,0.0
756,SN 2008S,,308.68875,60.099444,20.579250000000002,,,0.0
771,IRAS 20331+4024,,308.732083,40.585,20.582138866666664,,,0.0
275,NGC 6946-BH1,,308.865,60.135556,20.591,,,0.0
772,IRAS 20369+5131,,309.608333,51.694722,20.640555533333334,,,0.0
289,AE Aqr,,310.038333,0.870833,20.6692222,,,0.0
194,Deneb,,310.357917,45.280278,20.690527799999998,,,0.0
569,NML Cyg,,311.60625,40.116389,20.77375,,,0.0
19,3753 Cruithne,3753 Cruithne (1986 TO),312.01102,-16.07158,20.800734666666663,,,1.0
708,BW Vul,,313.593333,28.521944,20.9062222,,,0.0
682,LS IV-14 116,,314.412083,-14.428889,20.960805533333332,,,0.0
734,ORC 2,,314.678333,-57.615833,20.978555533333335,,,0.0
350,NGC 7023,,315.40375,68.163333,21.02691666666667,,,0.0
147,61 Cyg A,,316.724583,38.749444,21.1149722,,,0.0
146,61 Cyg B,,316.730417,38.741944,21.115361133333334,,,0.0
82,Mars,Mars (499),318.52031,-17.1476,21.234687333333333,,,1.0
53,Phobos,Phobos (401),318.52122,-17.14713,21.234748000000003,,,1.0
33,C/2014 S3 (PANSTARRS),C/2014 S3 (90004289),318.58087,-21.08901,21.238724666666666,,,1.0
12,4 Vesta,4 Vesta (A807 FA),319.62214,-18.26107,21.308142666666665,,,1.0
154,alpha Cep,,319.645,62.585556,21.309666666666665,,,0.0
731,3C 431,,319.71875,49.616389,21.314583333333335,,,0.0
718,GRB 060614,,320.88375,-53.026667,21.39225,,,0.0
220,beta Cep,,322.165,70.560833,21.477666666666668,,,0.0
339,M15,,322.492917,12.166944,21.4995278,,,0.0
255,LAWD 87,,323.0675,0.253889,21.53783333333333,,,0.0
438,SMM J2135-0102,,323.798333,-1.047778,21.586555533333335,,,0.0
747,RT 19920826,,324.091667,41.988889,21.606111133333332,,,0.0
34,5335 Damocles,5335 Damocles (1991 DA),324.1151,17.9262,21.60767333333333,,,1.0
705,ASASSN-V J213939.3-702817.4,,324.91375,-70.471389,21.660916666666665,,,0.0
284,SS Cyg,,325.678333,43.586111,21.711888866666666,,,0.0
587,PSR J2144-3933,,326.050417,-39.565278,21.736694466666666,,,0.0
150,Sun,Sun,326.16458,-13.57206,21.744305333333333,,,1.0
790,HIP 107359,,326.174583,-16.526944,21.7449722,,,0.0
237,BD+28 4211,,327.795833,28.863889,21.853055533333336,,,0.0
488,PHL 1811,,328.75625,-9.373333,21.917083333333334,,,0.0
563,HD 208527,,329.1,21.239722,21.94,,,0.0
646,SMSS 2157-36,,329.3675,-36.0375,21.957833333333333,,,0.0
693,ASASSN -15lh,,330.564167,-61.659722,22.037611133333332,,,0.0
489,BL Lac,,330.680417,42.277778,22.045361133333333,,,0.0
117,HD 209458,,330.795,18.884444,22.053,,,0.0
136,epsilon Ind Bb,,331.04375,-56.782778,22.069583333333334,,,0.0
719,GRB 060505,,331.764167,-27.814444,22.117611133333334,,,0.0
158,alpha Gru,,332.058333,-46.961111,22.1372222,,,0.0
535,Earth-Sun L4,EM-L4,332.87578,-12.65229,22.191718666666667,,,1.0
389,SSA22a-LAB01,,334.35875,0.208889,22.290583333333334,,,0.0
510,SSA22,,334.394583,0.251944,22.2929722,,,0.0
605,NGC 7252 W3,,335.182917,-24.677222,22.3455278,,,0.0
85,Venus,Venus (299),335.26404,-11.85205,22.350936,,,1.0
579,PSR J2222-0137,,335.525,-1.621111,22.368333333333332,,,0.0
688,DWD HS 2220+2146,,335.756667,22.025,22.3837778,,,0.0
671,SN 2009ip,,335.784583,-28.947778,22.385638866666667,,,0.0
670,ASASSN -14jb,,335.817083,-28.975278,22.387805533333335,,,0.0
517,Dipole repeller,,336.25,37.25,22.416666666666668,,,0.0
16,2020 AV2,594913 'Aylo'chaxnim (2020 AV2),336.38838,-11.96293,22.425891999999997,,,1.0
576,SDSS J222859.93+362359.6,,337.249583,36.4,22.483305533333333,,,0.0
187,delta Cep,,337.292917,58.415278,22.486194466666667,,,0.0
77,NGC 7293*,,337.410417,-20.837222,22.4940278,,,0.0
365,Helix nebula,,337.410417,-20.837222,22.4940278,,,0.0
503,Stephan's quintet,,338.989583,33.96,22.599305533333332,,,0.0
583,LP 400-22,,339.125,22.54,22.608333333333334,,,0.0
160,10 Lac,,339.815417,39.050278,22.654361133333335,,,0.0
775,WISE J224436.12+372533.6,,341.150417,37.426111,22.743361133333334,,,0.0
80,Mercury,Mercury (199),341.44109,-8.26999,22.762739333333332,,,1.0
647,WISE 2246-0526,,341.531667,-5.443056,22.768777800000002,,,0.0
757,PTF 09dav,,341.729583,21.626111,22.7819722,,,0.0
435,ID11,,342.175,-44.541111,22.811666666666667,,,0.0
20,1991 VG,(1991 VG),342.72649,-8.13161,22.848432666666668,,,1.0
741,ILT J225347+862146,,343.44625,86.362778,22.896416666666667,,,0.0
575,S5-HVS1,,343.715,-51.195556,22.91433333333333,,,0.0
4,434 Hungaria,434 Hungaria (A898 RB),344.48966,-6.11232,22.965977333333335,,,1.0
475,NGC 7469,,345.815417,8.873611,23.054361133333334,,,0.0
91,TRAPPIST-1,,346.6225,-5.041389,23.108166666666666,,,0.0
119,HR 8799,,346.869583,21.134167,23.124638866666665,,,0.0
211,BD -00 4470,,347.387083,0.711111,23.15913886666667,,,0.0
789,HD 220077,,350.220417,16.710833,23.3480278,,,0.0
601,PSR J2322-2650,,350.644167,-26.849444,23.3762778,,,0.0
372,Cas A,,350.85,58.815,23.39,,,0.0
73,kappa Psc,,351.733333,1.255556,23.448888866666667,,,0.0
78,G29-38,,352.198333,5.248333,23.479888866666666,,,0.0
561,kappa And,,355.102083,44.333889,23.6734722,,,0.0
380,R Aqr nebula,,355.95625,-15.284444,23.730416666666667,,,0.0
281,R Aqr,,355.95625,-15.284444,23.730416666666667,,,0.0
660,Phoenix cluster,,356.170417,-42.698333,23.744694466666665,,,0.0
641,SPT-CLJ2344-4243 arc,,356.193625,-42.718397,23.746241666666666,,,0.0
779,MCG+02-60-017,,356.788333,15.596667,23.785888866666667,,,0.0
578,LHS 4033,,358.132917,-2.886667,23.8755278,,,0.0
68,1I/'Oumuamua,'Oumuamua (A/2017 U1),358.1434,23.66933,23.876226666666664,,,1.0
196,rho Cas,,358.595833,57.499444,23.906388866666667,,,0.0
